url_path,views_total,views_unique
/amath-idm/starsim/issues,211,9
/amath-idm/starsim,183,16
/amath-idm/starsim/pulls,171,8
/amath-idm/starsim/tree/main/starsim,85,8
/amath-idm/starsim/pull/307,36,5
/amath-idm/starsim/branches,33,5
/amath-idm/starsim/issues/new,31,4
/amath-idm/starsim/milestones,31,4
/amath-idm/starsim/tree/main/examples,26,5
/amath-idm/starsim/blob/main/starsim/sim.py,25,4
