id,p2p_id,sim_id,group,random_id,score
10093,b25b9ec6-9aeb-41be-9b7d-e20c47b62c87,202,group1,4567,30
10102,9619bba2-4048-4391-8026-d9f935fe118e,202,group2,427,0
10134,bcc59d21-d3ea-4a0b-9d77-eb066f153edd,202,group2,3682,34
10095,51502cf3-b043-422c-939d-7c13f21f2267,202,group1,5179,0
10098,4b09bdce-8926-4e06-a322-2750ae99b9f2,202,group2,2073,22
10113,9fbbf15b-689b-41fd-b1ce-e775a358db06,202,group2,9414,170
10097,6592b27c-685f-4c56-97d3-070ebb40aa08,202,group1,539,0
10114,4fa8831d-ec46-4956-ba98-28f296bd4cf4,202,group2,1420,0
10152,3dc7edfa-c5b3-4a27-8278-1aea386dae74,202,group1,4001,8
10144,731bf0ec-bbb0-46af-93e0-a6ebe142a612,202,group2,2789,5
10099,3fc72336-877e-486e-a90e-8eeab3a43143,202,group1,434,0
10101,2b53bef3-9df4-4138-9496-98502b98a653,202,group2,3052,80
10147,77ab9047-8c20-4cac-9e31-5913ce9e9e86,202,group2,4070,51
10161,8052723b-8329-47f0-9a5f-fb316dddd96f,202,group2,80,51
10111,d37f13b5-fd63-4e18-8764-77ec947c0324,202,group2,9195,69
10117,30fdc606-765a-4911-8c8d-7fef4005df7b,202,group1,155,0
10108,afaaea27-bf8c-4af1-afa6-e35039ce581b,202,group2,5513,0
10166,b19340c1-aba0-4f4d-ba6e-c1e24be474b1,202,group1,9538,45
10106,fec700b7-a0ff-428e-9943-0ba5fa6ea26c,202,group2,2001,19
10156,520a386b-03bc-4a01-b9d6-7fd6ad1aa809,202,group1,9619,15
10136,5ec1b681-20c9-474d-8fd6-ec627b410c12,202,group1,3893,66
10119,3e75d8a3-b7f6-4a18-b294-a2a3be80450b,202,group2,1400,0
10104,ce72cef9-b4bd-4dcb-b2f7-26f81923f0da,202,group2,711,55
10132,3f92c6fe-aa88-403a-b949-d30f4d3a6b17,202,group1,8519,0
10094,d6c36686-131e-4832-91f5-96a0583e70d3,202,group2,4238,68
10120,c7393d0c-6535-458c-9357-83dace88fe83,202,group1,7128,0
10107,8649a147-ca4c-4982-aa3f-a01ad207ba0c,202,group2,9342,5
10110,0e8ff841-fdba-4907-8490-4a4695449c34,202,group2,5261,52
10109,f5b20807-ba67-4d88-888d-860ef1b8a56d,202,group1,8335,0
10121,fc8a2926-28de-4221-bfc7-bbf8f82d2f54,202,group1,8425,10
10123,32c782e9-9c2b-4443-8ddb-e42d38993174,202,group1,506,0
10131,ce36e5b8-60ac-4651-8363-e7e6cff1c846,202,group2,3416,6
10176,83e01f14-72a7-4c19-b7d4-13cd99b5b7e1,202,group2,8178,0
10145,e4821f88-6253-4532-8714-bcb382ce2e8b,202,,1822,0
10112,6920b1b2-87ba-46db-9258-9679669c9201,202,group1,7176,0
10116,f983e15c-4cdc-40be-a5d3-00e2e1092b3e,202,group1,869,0
10135,74832522-a86b-4530-ab63-bf7b52c763ae,202,group2,6785,0
10143,ba53bd3d-885f-47e8-9b01-5b738b76efc7,202,group1,5894,5
10122,2e122e4d-e1d3-470a-a59b-c396950b3914,202,group2,3120,5
10125,40ae43bb-b414-4d2e-ab71-8060aba75400,202,group2,4907,0
10118,0bf50a81-b0c9-402e-8bf7-0f6f4db47289,202,group1,4842,96
10126,7ce4c442-41a7-44ba-b3c7-aca39791de13,202,group2,5123,0
10130,89e4e5db-14e7-4163-8b9d-5a583a13f253,202,group2,1133,34
10124,4cb8fcd3-fbeb-4be2-b339-4f24f9f44fb8,202,group1,8779,88
10128,6c61e117-921e-47f7-a424-6d5d0eca4c28,202,group1,8771,0
10133,1f581343-89a7-4a34-9ae8-17122efc8d6e,202,group1,5905,10
10129,9206abe6-27c1-4c7d-b68b-0279e9e6bf84,202,group2,1608,85
10127,bb4f3fd5-fb3d-4113-804e-ba0a12537d9b,202,group1,1236,30
10139,43b95b75-98cf-471c-9d3f-3be340607506,202,group2,8890,0
10140,55230e75-2acf-45e5-b13a-76ebf3b0ce56,202,group2,7612,0
10159,294276b4-07a6-48b2-ab61-69ab9f9c5b23,202,group2,3994,41
10141,6f7f6a0b-23f0-4fdf-b308-2dc8882cd860,202,group1,6822,0
10148,684e3412-9a0d-49fa-8202-f3bb80aebc3f,202,group1,3689,0
10142,73daf459-f886-4c5d-b764-1c14f5506997,202,group2,8206,0
10146,fc75acfd-f621-4a09-8ea6-7e86be31573b,202,group1,873,145
10154,1207755d-df96-4c0d-a9de-33862584c5b9,202,group1,3648,0
10150,2f315d4f-c2e2-4554-b223-13b895bfc29e,202,group1,4797,0
10151,091741b7-cce5-4a15-9084-bf28592bb188,202,group2,4479,0
10096,d3e2b3fa-5705-41f5-af77-f821869db400,202,group2,5307,0
10115,41a3d2a4-2d43-4eaa-94cc-17190e2bcc14,202,group1,4328,8
10155,889a3829-6aee-48a9-98ef-ef4d8e684d84,202,group1,842,0
10103,f8e1e898-5096-4472-a7e5-d3a893d686cb,202,group2,1328,63
10153,b29fac5f-e535-4f2d-8e21-33d2250472ac,202,group1,3280,10
10160,d78c93f9-adb3-401f-9adb-f6d003baef7d,202,group2,8580,0
10167,d85bf09e-7bd7-48c5-bafe-910dfb646d23,202,group1,294,0
10158,27562945-3c10-4566-b9d6-492bc9bbc9a0,202,group1,6093,20
10164,bd0a6fd8-ff3a-48fc-89ff-78f885793f0b,202,group1,4783,0
10100,c5122148-9f33-43a1-8d11-30ed16e05b75,202,group1,5767,20
10171,b8489846-b3c5-4dd5-905c-06aa3a7425c4,202,group2,2421,0
10168,5989afd3-27ad-436c-9d56-27670c7bcdd8,202,group2,2230,17
10149,081f7a0c-0ec6-433a-856e-36275f893e66,202,group1,3319,20
10169,ef773530-f695-4d96-b9d5-2f2b4c683ed0,202,group2,7081,0
10170,00bcedea-c0f3-4947-bd22-b4a1d9578276,202,group2,2484,17
10172,c7cd9c75-068f-4ad2-8be3-c6afc59b7062,202,group1,3634,10
10174,a682664f-8674-463e-aab5-848544e01caa,202,,1742,0
10173,d13ba85a-8f68-4b7a-a90a-d3bdf5f0bdb0,202,group1,3137,0
10175,81672c69-1041-405e-9d94-95fe9086a75f,202,group2,8370,5
10165,4f33838b-f7af-4265-94f3-5a2102e77668,202,group2,9359,86
10138,ed975c38-5b59-42f1-aaa3-586240609631,202,group1,3419,30
10157,d4503f80-ae19-4fff-bc33-2a1af74fab5b,202,group2,7909,177
10177,bf69bf89-201e-462a-879d-d884321a6911,202,group1,855,0
10228,da9d7d11-035c-4f77-af63-17f24ae32622,202,group2,8628,133
10196,68dfc05b-44dc-4b74-a850-ab70a7e21280,202,group1,8167,10
10178,e1d2e398-2ef9-4054-a116-e67663413397,202,,4987,0
10198,77b7789d-7623-4d49-9e9a-8b730ff2df34,202,group2,2004,17
10215,0769f307-aa91-4393-b3a9-fed29ecceadb,202,group2,770,0
10242,3cd55bef-3c2e-4698-a10e-1dce0a955e34,202,group1,9070,10
10181,6310f065-0cc5-4139-a55b-6fe2a7ed0273,202,group2,6116,0
10236,96ba940f-b63b-4012-b374-924570e2f187,202,group2,8101,8
10256,27f6da14-7c48-42ca-b60c-525ac0b46af4,202,group1,7195,0
10182,ec5d1576-e53b-4f55-ad51-2ecd60adfc8c,202,group1,866,10
10216,c38eef76-f6d1-4933-a845-110b35b8f8ec,202,group2,3387,0
10213,7921cc2c-b86b-4915-8e15-81fc2c1e66c8,202,group1,7167,6
10227,647bd8f1-4689-47e5-885a-179c55a133d2,202,group2,2100,0
10258,d9b6b33b-3048-4d0e-b97c-e63526496ef0,202,group2,9169,12
10232,8c7f0034-7c25-4f06-ab87-c1e740d40e6e,202,group1,1277,0
10230,c7c72f0f-bbd7-4db2-a67c-e249cb9e8629,202,group1,6916,7
10185,d00803bf-039a-4320-b41c-af873dd47edd,202,group2,3274,17
10189,9daf7a7d-039d-4a41-8287-bc6001eec9be,202,,5091,0
10226,242b829b-e0d9-4338-b09a-2359ac5c38ad,202,group1,5165,23
10184,b57be16c-b93c-4973-996e-d43f1d2a239e,202,group2,504,17
10188,32153e76-3e97-452c-8628-399002750e64,202,group1,7983,10
10247,48766401-0bea-4ce1-93b4-28d4e19a4e85,202,group1,3715,0
10191,88474777-1961-45e4-a9d2-037d522c2a97,202,group2,739,17
10192,5f749ea7-e319-4786-9feb-7b506526a709,202,,2070,0
10205,904530ae-8d44-4b1c-891e-de4397853dd3,202,group2,953,17
10193,70eb3b52-0f6c-40b4-93ec-c5d737908a5f,202,group1,5925,10
10199,3c53ee26-739a-42c5-b648-547f045a0a43,202,group2,2800,0
10194,49950bfb-7d29-4bbf-88d5-c5ab7e2aabfc,202,group1,1622,0
10229,c639963d-ebd0-4288-82ad-f01a07386bee,202,group1,567,0
10186,e1a5cfb4-259f-4fbf-ade9-922f38b5e514,202,group2,981,0
10206,4ffcca27-86cd-4207-bf75-3acc889c828c,202,group2,3442,10
10240,a391f3ec-f7b5-4e8d-b982-40951db7ef24,202,group1,1476,39
10197,107c9734-a542-4f68-9408-4c4ce5841c2f,202,group2,3093,0
10207,a9006ee3-d0aa-4cda-81db-595c4685c209,202,group1,1205,0
10260,05f02074-00ae-4633-8838-d4156c3a5474,202,group2,9213,4
10209,06db03ac-b176-4461-a48d-6ec67d19bff1,202,,6530,0
10201,763be6f7-f017-45d6-9b4f-4b966e874993,202,group2,9708,63
10237,b68cca81-b1c9-45b1-ad83-ef902991f45f,202,group2,8841,17
10223,3f6ecbb3-7386-462a-b773-bb963edc1f86,202,group1,7008,5
10221,6c5acb8d-483c-4152-8de4-f023ce88d53b,202,group2,2762,0
10222,143fb0cd-13b4-40d0-8907-0137f56c7b72,202,group1,2588,0
10214,3d76db45-b9d0-46b9-8d8d-63e942602a57,202,group1,8565,0
10195,16f5afa5-9f6d-475a-a515-b9960319e218,202,group1,9425,20
10224,dab610cd-746c-4cda-abfd-e35b0a9fb727,202,group1,8261,0
10208,2b1eba85-6984-4cbe-8329-84a898a891d3,202,group2,5047,136
10234,aeda062b-da52-4c08-8030-1ad1257463ad,202,group1,85,10
10225,e4d52e2a-d2b9-4214-a9ac-e034f80a43b2,202,group2,3737,0
10211,1fcf446c-3235-4e13-a5bb-0ee88d5953bd,202,group2,2882,51
10204,93c7bfd0-95de-4438-9d61-9bf6f361c62d,202,group1,2834,38
10241,99e4757e-bb1b-4c3b-951e-0a428366bb73,202,group1,20,0
10249,46804530-d91a-4605-a95f-d14322ae0706,202,group2,7079,34
10233,bd957d48-db90-4e90-84dc-2d2b76497eef,202,group1,1561,0
10220,755da6a2-2ef4-4a50-8a26-1745e5b39055,202,group1,5251,0
10259,2578e175-1af9-4e82-9a28-51623f9a036d,202,group2,8424,82
10248,43181d51-aa67-4e0e-b746-49ac6434f2d1,202,group1,3461,10
10239,7c80baa3-c16a-4939-a3ae-549165c763b2,202,group2,2539,0
10252,beb96b1b-01b8-4082-94a3-bb6e58dbbe1d,202,group1,5104,10
10231,462343f5-c9f0-49fe-abed-77414a4b0dd9,202,group1,7057,10
10212,b97ed8bc-7226-433e-8a81-6133835c3494,202,group1,1188,10
10203,259efa5d-1f57-4dd9-8ec5-62a533e35b6d,202,group2,5426,57
10235,c18c5c7e-594e-4655-ae4b-a8843ef59505,202,group2,6408,123
10244,26da9c74-eff2-4b65-9971-913a91904be9,202,group1,7572,10
10179,af671aaa-0de6-43c4-bcee-6fbdc9369bf6,202,group2,751,34
10200,f03b04d1-2258-44a0-bc29-e716ae5d9ea7,202,group2,7849,57
10218,e8ce33d9-07c0-46b6-b1bb-566d4ac6c5e9,202,group2,1523,34
10250,6cc979d9-18e2-4ecc-a3d9-76ad9efc448a,202,group1,5523,5
10217,810413a2-a2ac-4ecf-8e9c-fb0b23b88190,202,group2,3652,5
10251,47067b37-4233-4552-852b-85beecc10e4f,202,group1,4908,10
10210,9d471857-33c6-4d93-b3a9-fc515995b4f3,202,group2,70,17
10246,11eeaee8-303a-4b1d-ac3f-5951660cb5cd,202,,5306,0
10238,6ba7ad89-8751-46d7-8784-e8b6708fbc72,202,group1,4183,135
10254,214993eb-f61f-4a02-bd8e-255c7f920807,202,group1,2872,10
10187,65c39ddb-bcf5-4c59-adfa-c0683a86b1c5,202,group2,5410,17
10255,ff4f5f78-8c55-4cde-8169-c18ed7f83fac,202,group2,5416,17
10202,b5c7007c-ef64-43ca-9522-6c220e4e1b3d,202,group2,2242,68
10257,9fb5572b-49c8-40e7-9dca-5cbe23ddeff5,202,group2,8197,17
10243,4be1ae1f-1610-445c-bbf7-7287133ffa8d,202,group2,853,203
10190,4c8b0e98-3018-4ad2-8b3a-cf6af98a90c9,202,group1,3129,-20
10183,95eaf00f-9a1f-4078-9b0d-5db5729156b5,202,group2,4897,51
10219,d6c17426-fa90-488e-83fe-4f395207ecb0,202,group1,303,24
10245,6a6aa1b7-aecb-4d29-9613-8f619c9786f2,202,group1,1817,20
10253,665945f3-0159-472d-8811-69da87bb7d18,202,group2,8793,100
10261,d2c8a85a-a4ac-4406-bb39-cb13d65c65cb,202,group1,6464,0
10285,1b1109b4-0b91-412c-a4b2-26bab824f057,202,group1,7264,20
10265,14fa9390-fb89-4673-bc2c-d3a05656b2c5,202,group2,3160,34
10263,f99e7ea4-e2f3-45df-8ff4-2bc7891e3fcd,202,group2,4323,0
10293,3ebd88f6-4632-4795-88ba-af9e83091523,202,group2,4237,0
10300,c44aa3cd-f301-4ff9-897c-1ccfda670324,202,group2,4125,74
10286,b91d301a-20b2-44bc-a9a8-c3a35b3eff41,202,group2,9113,0
10266,161f32ce-5ea1-4b61-8f32-4d0156d9808a,202,group2,6351,0
10267,84879576-38cf-4f7f-bbd7-f72734fdec3a,202,group2,921,0
10288,224d48b8-c1a4-449d-9ca9-060fa94785a0,202,group1,169,0
10268,14497e41-f4be-4473-80ee-f1a5b9b67755,202,group2,9727,0
10304,ab159fd3-0e4a-4201-8c7b-ce648be9da3b,202,group2,4730,9
10270,e442187d-7da0-4e6f-a295-26de8a17287c,202,group1,6676,12
10289,b95da92f-ca67-48b3-a586-978ba5b52911,202,group2,4325,0
10271,2fb5593c-0ce7-417f-9652-5f37c4b38011,202,group2,3177,17
10269,7b07e151-72a3-4d97-8a29-0d7433b40c33,202,group1,8791,16
10290,6ef7f119-3309-4a24-915b-de7e94235093,202,group2,104,0
10273,67ca3362-c6fb-4810-a1e2-8231ce309209,202,group2,8470,17
10274,54644e21-9a50-43da-83bf-8fd858be9a3c,202,group2,9706,0
10283,3491baf8-b30c-4fdf-b856-a2bd00660294,202,,402,20
10291,b373fa3a-64de-4ffa-9db1-5af2b8005adc,202,group2,1598,0
10275,5693086b-0f59-481f-a121-199a749eb759,202,group1,4595,0
10310,af1596af-e47a-4403-a95a-49b8765173b2,202,,9808,0
10307,72aa0879-3e2c-4c91-832b-c116c8864b98,202,group2,225,29
10292,127fd909-5bc1-4711-8c5d-9063567fefa0,202,group2,5699,0
10277,ff5f54da-9447-4aaa-8a0f-a6d9c9eb7e9d,202,group2,4455,0
10262,7ceaf727-ec93-412e-be2f-2f60c2dc776c,202,group2,2895,77
10296,0d9f66e1-a317-488f-b709-1a669e63b78f,202,group2,9340,53
10311,b91d20e9-8ff4-4493-9a55-c53ccdf16af3,202,,886,0
10280,ca949d6d-ebb6-4e83-bcf8-d078c385c274,202,group1,2981,10
10279,dcb522e0-3954-44a3-b72e-7b008b4f4f04,202,group2,8787,55
10305,986a0d5e-97ec-487c-b9fb-fb72bb44b053,202,group2,5135,0
10308,4bfd9d42-b09b-4a46-90a9-dc069ea309ac,202,,2120,0
10295,14124dc6-1d0e-4e10-85fd-7f1184c3b08b,202,group2,4221,46
10278,eae9a386-69b2-48eb-b8a2-2dec1a9549e8,202,group2,6288,34
10281,e21e4f11-e9fd-4272-846b-627b1457b81b,202,group1,6076,30
10299,a9928caa-1d85-4675-8aa9-df4690ffe882,202,group2,4231,0
10303,e72ddb92-8036-47b7-a0d2-cca4fc10dcaf,202,group2,9189,95
10294,9f8b6129-70e9-438f-b1f2-bcd1de53e7ea,202,group2,3464,0
10276,50220657-15c5-4b03-8980-ce58523783b5,202,group1,3058,10
10309,c6b93813-ad53-46d9-b35d-5f7601535aa4,202,,7228,0
10272,111f7c70-a086-465a-94fe-8cbf36f99380,202,group2,3249,68
10298,932d2b38-0127-49d3-abc3-317b455f6446,202,group1,2532,38
10301,18dea694-f178-4a67-8e7b-0db3f818f1d6,202,group2,5467,89
10306,11afc9d8-abf4-4c3d-83d8-9bc837193336,202,group2,9575,0
10287,685fcb49-3f36-41a2-8f7b-05124faa25fc,202,group2,2370,22
10264,656ac1c4-2d78-4676-8d76-1603bd945c2a,202,group2,8725,26
10284,3a0f9526-1c83-4019-ad3a-aa2408622f81,202,group1,7761,75
